id,timestamp,machine_id,component,sensor_name,sensor_value,sensor_unit
30,2025-01-12 15:36:14,1,urn:crawlercrane-ontology#Engine,enginerpmatfullloadspeed,1749.2798909439223,rpm
31,2025-01-12 15:37:14,1,urn:crawlercrane-ontology#Luffing_Jib,luffingjiblength,24.42915977903543,m
32,2025-01-12 15:38:14,1,urn:crawlercrane-ontology#Boom_Hoist_Drum,boomangle,27.563499200106847,°
33,2025-01-12 15:39:14,1,urn:crawlercrane-ontology#Operator_Cab,heateroutput,1.292147403518176,kW
34,2025-01-12 15:40:14,1,urn:crawlercrane-ontology#Conventional_Tube_Boom,boomlength,43.534896338040724,m
35,2025-01-12 15:41:14,1,urn:crawlercrane-ontology#Tubular_Jib,jiblength,1.0394022354467736,m
36,2025-01-12 15:42:14,1,urn:crawlercrane-ontology#Counterweight,counterweight,37.42005167264894,470 kg
37,2025-01-12 15:43:14,1,urn:crawlercrane-ontology#Rated_Capacity_Limiter_System,misc_sensor,0.6058360422950355,N/A
38,2025-01-12 15:44:14,1,urn:crawlercrane-ontology#Tubular_Jib,jiblength,25.22227629407846,m
39,2025-01-12 15:45:14,1,urn:crawlercrane-ontology#Load_Hoist_Drums,wireropediameter,3.0679733778619918,mm
40,2025-01-12 15:46:14,1,urn:crawlercrane-ontology#Tubular_Jib,jiblength,23.21184797553792,m
41,2025-01-12 15:47:14,1,urn:crawlercrane-ontology#Tubular_Jib,jiblength,7.567982039885971,m
42,2025-01-12 15:48:14,1,urn:crawlercrane-ontology#Carbody,carbodyclearance,0.7098946589843762,m
43,2025-01-12 15:49:14,1,urn:crawlercrane-ontology#Luffing_Boom,luffingboomlength,24.653749788427774,m
44,2025-01-12 15:50:14,1,urn:crawlercrane-ontology#Load_Hoist_Drums,wireropediameter,2.1789598797905163,mm
45,2025-01-12 15:51:14,1,urn:crawlercrane-ontology#Swing_System,swingspeed,0.2841839333155309,rpm
46,2025-01-12 15:52:14,1,urn:crawlercrane-ontology#Luffing_Boom,luffingboomlength,37.8230679110491,m
47,2025-01-12 15:53:14,1,urn:crawlercrane-ontology#Side_Frames,trackgauge,0.35795592604547666,m
48,2025-01-12 15:54:14,1,urn:crawlercrane-ontology#Operator_Cab,heateroutput,2.8549269241782023,kW
49,2025-01-12 15:55:14,1,urn:crawlercrane-ontology#Swing_System,swingspeed,1.5169353387394566,rpm
50,2025-01-12 15:56:14,1,urn:crawlercrane-ontology#Carbody,carbodyclearance,1.4134258441438021,m
51,2025-01-12 15:57:14,1,urn:crawlercrane-ontology#Hydraulic_Pumps,flowrate,167.23601313810718,L/min
52,2025-01-12 15:58:14,1,urn:crawlercrane-ontology#Swing_System,swingspeed,0.6793980251744827,rpm
53,2025-01-12 15:59:14,1,urn:crawlercrane-ontology#Load_Hoist_Drums,wireropediameter,13.248065369650124,mm
54,2025-01-12 16:00:14,1,urn:crawlercrane-ontology#Side_Frames,trackgauge,3.083391314537114,m
55,2025-01-12 16:01:14,1,urn:crawlercrane-ontology#Luffing_Jib,luffingjiblength,51.3507122823427,m
56,2025-01-12 16:02:14,1,urn:crawlercrane-ontology#Boom_Hoist_Drum,boomangle,61.741694533617405,°
57,2025-01-12 16:03:14,1,urn:crawlercrane-ontology#Swing_System,swingspeed,1.1112499847088577,rpm
58,2025-01-12 16:04:14,1,urn:crawlercrane-ontology#Hydraulic_System,hydraulicpressure,178.8458748590273,bar
59,2025-01-12 16:05:14,1,urn:crawlercrane-ontology#Luffing_Boom,luffingboomlength,48.35254323583438,m
60,2025-01-12 16:06:14,1,urn:crawlercrane-ontology#Counterweight,counterweight,20.771914825557555,470 kg
61,2025-01-12 16:07:14,1,urn:crawlercrane-ontology#Hydraulic_System,hydraulicpressure,102.84042979892294,bar
62,2025-01-12 16:08:14,1,urn:crawlercrane-ontology#Side_Frames,trackgauge,1.9482956321783973,m
63,2025-01-12 16:09:14,1,urn:crawlercrane-ontology#Hydraulic_System,hydraulicpressure,267.1273205064962,bar
64,2025-01-12 16:10:14,1,urn:crawlercrane-ontology#Side_Frames,trackgauge,5.650423297053144,m
65,2025-01-12 16:11:14,1,urn:crawlercrane-ontology#Luffing_Jib,luffingjiblength,23.589187857898413,m
66,2025-01-12 16:12:14,1,urn:crawlercrane-ontology#Tubular_Jib,jiblength,12.828799055204051,m
67,2025-01-12 16:13:14,1,urn:crawlercrane-ontology#Boom_Hoist_Drum,boomangle,83.37915473087322,°
68,2025-01-12 16:14:14,1,urn:crawlercrane-ontology#Hydraulic_System,hydraulicpressure,284.1223882058953,bar
69,2025-01-12 16:15:14,1,urn:crawlercrane-ontology#Tubular_Jib,jiblength,16.152960859948234,m
70,2025-01-12 16:16:14,1,urn:crawlercrane-ontology#Carbody,carbodyclearance,1.9881019797348471,m
71,2025-01-12 16:17:14,1,urn:crawlercrane-ontology#Tubular_Jib,jiblength,27.393586362855153,m
72,2025-01-12 16:18:14,1,urn:crawlercrane-ontology#Side_Frames,trackgauge,3.77362555954003,m
73,2025-01-12 16:19:14,1,urn:crawlercrane-ontology#Side_Frames,trackgauge,4.007939779507692,m
74,2025-01-12 16:20:14,1,urn:crawlercrane-ontology#Counterweight,counterweight,29.938271931471554,470 kg
75,2025-01-12 16:21:14,1,urn:crawlercrane-ontology#Counterweight,counterweight,13.50068105860376,470 kg
76,2025-01-12 16:22:14,1,urn:crawlercrane-ontology#Engine,enginerpmatfullloadspeed,992.0516855923089,rpm
77,2025-01-12 16:23:14,1,urn:crawlercrane-ontology#Tubular_Jib,jiblength,14.171578231140057,m
78,2025-01-12 16:24:14,1,urn:crawlercrane-ontology#Hydraulic_Pumps,flowrate,5.342853023591145,L/min
79,2025-01-12 16:25:14,1,urn:crawlercrane-ontology#Operator_Cab,heateroutput,0.9931873007039339,kW
80,2025-01-12 16:26:14,1,urn:crawlercrane-ontology#Conventional_Tube_Boom,boomlength,37.17694944776955,m
81,2025-01-12 16:27:14,1,urn:crawlercrane-ontology#Conventional_Tube_Boom,boomlength,5.631193074725904,m
82,2025-01-12 16:28:14,1,urn:crawlercrane-ontology#Rated_Capacity_Limiter_System,misc_sensor,0.8361530197820332,N/A
83,2025-01-12 16:29:14,1,urn:crawlercrane-ontology#Carbody,carbodyclearance,2.3025507691731457,m
84,2025-01-12 16:30:14,1,urn:crawlercrane-ontology#Hydraulic_Pumps,flowrate,56.49020432597987,L/min
85,2025-01-12 16:31:14,1,urn:crawlercrane-ontology#Luffing_Jib,luffingjiblength,52.447453741414044,m
86,2025-01-12 16:32:14,1,urn:crawlercrane-ontology#Rated_Capacity_Limiter_System,misc_sensor,0.5413048252221198,N/A
87,2025-01-12 16:33:14,1,urn:crawlercrane-ontology#Operator_Cab,heateroutput,0.44071871069128304,kW
88,2025-01-12 16:34:14,1,urn:crawlercrane-ontology#Hydraulic_Pumps,flowrate,134.8046648423357,L/min
89,2025-01-12 16:35:14,1,urn:crawlercrane-ontology#Counterweight,counterweight,20.755984604049576,470 kg
90,2025-01-12 16:36:14,1,urn:crawlercrane-ontology#Hydraulic_System,hydraulicpressure,165.88724778123645,bar
91,2025-01-12 16:37:14,1,urn:crawlercrane-ontology#Counterweight,counterweight,55.558384538639274,470 kg
92,2025-01-12 16:38:14,1,urn:crawlercrane-ontology#Carbody,carbodyclearance,1.397634323214699,m
93,2025-01-12 16:39:14,1,urn:crawlercrane-ontology#Luffing_Jib,luffingjiblength,26.5107712668043,m
94,2025-01-12 16:40:14,1,urn:crawlercrane-ontology#Carbody,carbodyclearance,1.5950854660043423,m
95,2025-01-12 16:41:14,1,urn:crawlercrane-ontology#Operator_Cab,heateroutput,1.2299653380016726,kW
96,2025-01-12 16:42:14,1,urn:crawlercrane-ontology#Luffing_Boom,luffingboomlength,0.14704894124901072,m
97,2025-01-12 16:43:14,1,urn:crawlercrane-ontology#Counterweight,counterweight,48.067048850181465,470 kg
98,2025-01-12 16:44:14,1,urn:crawlercrane-ontology#Hydraulic_Pumps,flowrate,186.65842841711918,L/min
99,2025-01-12 16:45:14,1,urn:crawlercrane-ontology#Operator_Cab,heateroutput,1.2070519289352235,kW
100,2025-01-12 16:46:14,1,urn:crawlercrane-ontology#Operator_Cab,heateroutput,4.841026287691467,kW
101,2025-01-12 16:47:14,1,urn:crawlercrane-ontology#Hydraulic_System,hydraulicpressure,262.4200572463464,bar
102,2025-01-12 16:48:14,1,urn:crawlercrane-ontology#Swing_System,swingspeed,1.5344670496350543,rpm
103,2025-01-12 16:49:14,1,urn:crawlercrane-ontology#Conventional_Tube_Boom,boomlength,34.389648510372474,m
104,2025-01-12 16:50:14,1,urn:crawlercrane-ontology#Conventional_Tube_Boom,boomlength,68.98190800246755,m
105,2025-01-12 16:51:14,1,urn:crawlercrane-ontology#Side_Frames,trackgauge,3.4721399410631446,m
106,2025-01-12 16:52:14,1,urn:crawlercrane-ontology#Side_Frames,trackgauge,4.307674291104243,m
107,2025-01-12 16:53:14,1,urn:crawlercrane-ontology#Swing_System,swingspeed,1.3402648186123238,rpm
108,2025-01-12 16:54:14,1,urn:crawlercrane-ontology#Counterweight,counterweight,17.660284867388885,470 kg
109,2025-01-12 16:55:14,1,urn:crawlercrane-ontology#Boom_Hoist_Drum,boomangle,13.402640718562221,°
110,2025-01-12 16:56:14,1,urn:crawlercrane-ontology#Operator_Cab,heateroutput,4.605495027805928,kW
111,2025-01-12 16:57:14,1,urn:crawlercrane-ontology#Luffing_Jib,luffingjiblength,34.69290047637183,m
112,2025-01-12 16:58:14,1,urn:crawlercrane-ontology#Tubular_Jib,jiblength,16.218037830087106,m
113,2025-01-12 16:59:14,1,urn:crawlercrane-ontology#Luffing_Boom,luffingboomlength,43.19437804102805,m
114,2025-01-12 17:00:14,1,urn:crawlercrane-ontology#Load_Hoist_Drums,wireropediameter,2.7105943185814736,mm
115,2025-01-12 17:01:14,1,urn:crawlercrane-ontology#Carbody,carbodyclearance,1.439655143862253,m
116,2025-01-12 17:02:14,1,urn:crawlercrane-ontology#Rated_Capacity_Limiter_System,misc_sensor,0.6892413643597259,N/A
117,2025-01-12 17:03:14,1,urn:crawlercrane-ontology#Luffing_Jib,luffingjiblength,25.174447180024707,m
118,2025-01-12 17:04:14,1,urn:crawlercrane-ontology#Rated_Capacity_Limiter_System,misc_sensor,0.13441539053240792,N/A
119,2025-01-12 17:05:14,1,urn:crawlercrane-ontology#Operator_Cab,heateroutput,0.0405046626549704,kW
120,2025-01-12 17:06:14,1,urn:crawlercrane-ontology#Luffing_Boom,luffingboomlength,44.42628441618847,m
121,2025-01-12 17:07:14,1,urn:crawlercrane-ontology#Tubular_Jib,jiblength,22.69270471763359,m
122,2025-01-12 17:08:14,1,urn:crawlercrane-ontology#Hydraulic_Pumps,flowrate,114.10586074437244,L/min
123,2025-01-12 17:09:14,1,urn:crawlercrane-ontology#Fuel_Tank,fueltanklevel,61.65439467224505,L
124,2025-01-12 17:10:14,1,urn:crawlercrane-ontology#Load_Hoist_Drums,wireropediameter,11.077988123701635,mm
125,2025-01-12 17:11:14,1,urn:crawlercrane-ontology#Boom_Hoist_Drum,boomangle,62.85715441113948,°
126,2025-01-12 17:12:14,1,urn:crawlercrane-ontology#Side_Frames,trackgauge,1.9566232975635984,m
127,2025-01-12 17:13:14,1,urn:crawlercrane-ontology#Boom_Hoist_Drum,boomangle,83.18864981566252,°
128,2025-01-12 17:14:14,1,urn:crawlercrane-ontology#Tubular_Jib,jiblength,26.96013135900192,m
129,2025-01-12 17:15:14,1,urn:crawlercrane-ontology#Luffing_Jib,luffingjiblength,44.72469844185006,m
130,2025-01-12 17:16:14,1,urn:crawlercrane-ontology#Counterweight,counterweight,55.7467922943167,470 kg
131,2025-01-12 17:17:14,1,urn:crawlercrane-ontology#Tubular_Jib,jiblength,13.943440993815713,m
132,2025-01-12 17:18:14,1,urn:crawlercrane-ontology#Engine,enginerpmatfullloadspeed,1706.3403570644894,rpm
133,2025-01-12 17:19:14,1,urn:crawlercrane-ontology#Hydraulic_Pumps,flowrate,161.5017613639598,L/min
134,2025-01-12 17:20:14,1,urn:crawlercrane-ontology#Luffing_Boom,luffingboomlength,12.316098650703593,m
135,2025-01-12 17:21:14,1,urn:crawlercrane-ontology#Luffing_Boom,luffingboomlength,35.29760707363734,m
136,2025-01-12 17:22:14,1,urn:crawlercrane-ontology#Carbody,carbodyclearance,2.161907679374651,m
137,2025-01-12 17:23:14,1,urn:crawlercrane-ontology#Luffing_Boom,luffingboomlength,8.101978846372896,m
138,2025-01-12 17:24:14,1,urn:crawlercrane-ontology#Engine,enginerpmatfullloadspeed,1259.6697683652078,rpm
139,2025-01-12 17:25:14,1,urn:crawlercrane-ontology#Engine,enginerpmatfullloadspeed,183.1724782676838,rpm
140,2025-01-12 17:26:14,1,urn:crawlercrane-ontology#Engine,enginerpmatfullloadspeed,1015.527652516182,rpm
141,2025-01-12 17:27:14,1,urn:crawlercrane-ontology#Counterweight,counterweight,3.0738215963453346,470 kg
142,2025-01-12 17:28:14,1,urn:crawlercrane-ontology#Side_Frames,trackgauge,3.5743444770315156,m
143,2025-01-12 17:29:14,1,urn:crawlercrane-ontology#Conventional_Tube_Boom,boomlength,70.79758270726015,m
144,2025-01-12 17:30:14,1,urn:crawlercrane-ontology#Rated_Capacity_Limiter_System,misc_sensor,0.29571894608265414,N/A
145,2025-01-12 17:31:14,1,urn:crawlercrane-ontology#Load_Hoist_Drums,wireropediameter,2.7651545821740156,mm
146,2025-01-12 17:32:14,1,urn:crawlercrane-ontology#Operator_Cab,heateroutput,3.9650625871365386,kW
147,2025-01-12 17:33:14,1,urn:crawlercrane-ontology#Side_Frames,trackgauge,2.4944427525791846,m
148,2025-01-12 17:34:14,1,urn:crawlercrane-ontology#Fuel_Tank,fueltanklevel,88.50201591242157,L
149,2025-01-12 17:35:14,1,urn:crawlercrane-ontology#Carbody,carbodyclearance,0.8292442511288418,m
150,2025-01-12 17:36:14,1,urn:crawlercrane-ontology#Load_Hoist_Drums,wireropediameter,3.8754406219786164,mm
151,2025-01-12 17:37:14,1,urn:crawlercrane-ontology#Tubular_Jib,jiblength,21.820991342187067,m
152,2025-01-12 17:38:14,1,urn:crawlercrane-ontology#Rated_Capacity_Limiter_System,misc_sensor,0.9128761473347843,N/A
153,2025-01-12 17:39:14,1,urn:crawlercrane-ontology#Counterweight,counterweight,4.223994113753044,470 kg
154,2025-01-12 17:40:14,1,urn:crawlercrane-ontology#Hydraulic_Pumps,flowrate,139.71266748080487,L/min
155,2025-01-12 17:41:14,1,urn:crawlercrane-ontology#Boom_Hoist_Drum,boomangle,59.344229141863714,°
156,2025-01-12 17:42:14,1,urn:crawlercrane-ontology#Swing_System,swingspeed,0.6635514971524356,rpm
157,2025-01-12 17:43:14,1,urn:crawlercrane-ontology#Side_Frames,trackgauge,3.7225724042823507,m
158,2025-01-12 17:44:14,1,urn:crawlercrane-ontology#Fuel_Tank,fueltanklevel,379.638493800739,L
159,2025-01-12 17:45:14,1,urn:crawlercrane-ontology#Operator_Cab,heateroutput,0.35756792105413154,kW
160,2025-01-12 17:46:14,1,urn:crawlercrane-ontology#Hydraulic_System,hydraulicpressure,235.84157737975565,bar
161,2025-01-12 17:47:14,1,urn:crawlercrane-ontology#Operator_Cab,heateroutput,3.4925180656753168,kW
162,2025-01-12 17:48:14,1,urn:crawlercrane-ontology#Hydraulic_Pumps,flowrate,174.58719804455214,L/min
163,2025-01-12 17:49:14,1,urn:crawlercrane-ontology#Tubular_Jib,jiblength,19.636243988505612,m
164,2025-01-12 17:50:14,1,urn:crawlercrane-ontology#Luffing_Jib,luffingjiblength,7.053851979419995,m
165,2025-01-12 17:51:14,1,urn:crawlercrane-ontology#Boom_Hoist_Drum,boomangle,52.95596878712177,°
166,2025-01-12 17:52:14,1,urn:crawlercrane-ontology#Load_Hoist_Drums,wireropediameter,11.338618936539014,mm
167,2025-01-12 17:53:14,1,urn:crawlercrane-ontology#Carbody,carbodyclearance,1.5834181122819062,m
168,2025-01-12 17:54:14,1,urn:crawlercrane-ontology#Conventional_Tube_Boom,boomlength,48.08690799689558,m
169,2025-01-12 17:55:14,1,urn:crawlercrane-ontology#Conventional_Tube_Boom,boomlength,21.26990199124073,m
170,2025-01-12 17:56:14,1,urn:crawlercrane-ontology#Rated_Capacity_Limiter_System,misc_sensor,0.9654821370903791,N/A
171,2025-01-12 17:57:14,1,urn:crawlercrane-ontology#Fuel_Tank,fueltanklevel,386.49378742466115,L
172,2025-01-12 17:58:14,1,urn:crawlercrane-ontology#Boom_Hoist_Drum,boomangle,8.308569498154478,°
173,2025-01-12 17:59:14,1,urn:crawlercrane-ontology#Swing_System,swingspeed,1.130280657131564,rpm
174,2025-01-12 18:00:14,1,urn:crawlercrane-ontology#Hydraulic_System,hydraulicpressure,172.39573975295352,bar
175,2025-01-12 18:01:14,1,urn:crawlercrane-ontology#Conventional_Tube_Boom,boomlength,60.07607704120616,m
176,2025-01-12 18:02:14,1,urn:crawlercrane-ontology#Luffing_Boom,luffingboomlength,48.654734152200575,m
177,2025-01-12 18:03:14,1,urn:crawlercrane-ontology#Counterweight,counterweight,60.05715955379257,470 kg
178,2025-01-12 18:04:14,1,urn:crawlercrane-ontology#Side_Frames,trackgauge,4.079059716379145,m
179,2025-01-12 18:05:14,1,urn:crawlercrane-ontology#Fuel_Tank,fueltanklevel,359.7708138498917,L
180,2025-01-12 18:06:14,1,urn:crawlercrane-ontology#Rated_Capacity_Limiter_System,misc_sensor,0.06753941233295768,N/A
181,2025-01-12 18:07:14,1,urn:crawlercrane-ontology#Hydraulic_System,hydraulicpressure,41.31098439762247,bar
182,2025-01-12 18:08:14,1,urn:crawlercrane-ontology#Boom_Hoist_Drum,boomangle,13.491371860979351,°
183,2025-01-12 18:09:14,1,urn:crawlercrane-ontology#Boom_Hoist_Drum,boomangle,26.047963652915023,°
184,2025-01-12 18:10:14,1,urn:crawlercrane-ontology#Engine,enginerpmatfullloadspeed,1535.6774740305686,rpm
185,2025-01-12 18:11:14,1,urn:crawlercrane-ontology#Conventional_Tube_Boom,boomlength,75.36191571959665,m
186,2025-01-12 18:12:14,1,urn:crawlercrane-ontology#Hydraulic_System,hydraulicpressure,192.36385405362586,bar
187,2025-01-12 18:13:14,1,urn:crawlercrane-ontology#Load_Hoist_Drums,wireropediameter,6.114840903070691,mm
188,2025-01-12 18:14:14,1,urn:crawlercrane-ontology#Rated_Capacity_Limiter_System,misc_sensor,0.9084543556171305,N/A
189,2025-01-12 18:15:14,1,urn:crawlercrane-ontology#Boom_Hoist_Drum,boomangle,20.806225586199005,°
190,2025-01-12 18:16:14,1,urn:crawlercrane-ontology#Boom_Hoist_Drum,boomangle,39.71493359760754,°
191,2025-01-12 18:17:14,1,urn:crawlercrane-ontology#Swing_System,swingspeed,0.9056998755647071,rpm
192,2025-01-12 18:18:14,1,urn:crawlercrane-ontology#Side_Frames,trackgauge,3.786829171799814,m
193,2025-01-12 18:19:14,1,urn:crawlercrane-ontology#Operator_Cab,heateroutput,3.031391982072063,kW
194,2025-01-12 18:20:14,1,urn:crawlercrane-ontology#Hydraulic_Pumps,flowrate,143.06228273632078,L/min
195,2025-01-12 18:21:14,1,urn:crawlercrane-ontology#Load_Hoist_Drums,wireropediameter,13.430763220567362,mm
196,2025-01-12 18:22:14,1,urn:crawlercrane-ontology#Side_Frames,trackgauge,4.755067191167737,m
197,2025-01-12 18:23:14,1,urn:crawlercrane-ontology#Tubular_Jib,jiblength,1.5711365907521109,m
198,2025-01-12 18:24:14,1,urn:crawlercrane-ontology#Conventional_Tube_Boom,boomlength,54.641683935063206,m
199,2025-01-12 18:25:14,1,urn:crawlercrane-ontology#Side_Frames,trackgauge,0.6966020597118472,m
200,2025-01-12 18:26:14,1,urn:crawlercrane-ontology#Counterweight,counterweight,41.124754822366604,470 kg
201,2025-01-12 18:27:14,1,urn:crawlercrane-ontology#Fuel_Tank,fueltanklevel,60.6555202219459,L
202,2025-01-12 18:28:14,1,urn:crawlercrane-ontology#Side_Frames,trackgauge,1.3976676115358821,m
203,2025-01-12 18:29:14,1,urn:crawlercrane-ontology#Boom_Hoist_Drum,boomangle,12.712355784052459,°
204,2025-01-12 18:30:14,1,urn:crawlercrane-ontology#Luffing_Jib,luffingjiblength,33.47321886863579,m
205,2025-01-12 18:31:14,1,urn:crawlercrane-ontology#Conventional_Tube_Boom,boomlength,26.461922055834528,m
206,2025-01-12 18:32:14,1,urn:crawlercrane-ontology#Fuel_Tank,fueltanklevel,194.70953292256166,L
207,2025-01-12 18:33:14,1,urn:crawlercrane-ontology#Counterweight,counterweight,22.583717298233683,470 kg
208,2025-01-12 18:34:14,1,urn:crawlercrane-ontology#Conventional_Tube_Boom,boomlength,67.0340282102289,m
209,2025-01-12 18:35:14,1,urn:crawlercrane-ontology#Load_Hoist_Drums,wireropediameter,14.538188315758259,mm
210,2025-01-12 18:36:14,1,urn:crawlercrane-ontology#Luffing_Boom,luffingboomlength,5.158255518609112,m
211,2025-01-12 18:37:14,1,urn:crawlercrane-ontology#Luffing_Boom,luffingboomlength,5.468023298675573,m
212,2025-01-12 18:38:14,1,urn:crawlercrane-ontology#Rated_Capacity_Limiter_System,misc_sensor,0.2916517624548205,N/A
213,2025-01-12 18:39:14,1,urn:crawlercrane-ontology#Rated_Capacity_Limiter_System,misc_sensor,0.5813558379778302,N/A
214,2025-01-12 18:40:14,1,urn:crawlercrane-ontology#Conventional_Tube_Boom,boomlength,46.66843278438829,m
215,2025-01-12 18:41:14,1,urn:crawlercrane-ontology#Load_Hoist_Drums,wireropediameter,16.997287709073206,mm
216,2025-01-12 18:42:14,1,urn:crawlercrane-ontology#Load_Hoist_Drums,wireropediameter,10.662259552737545,mm
217,2025-01-12 18:43:14,1,urn:crawlercrane-ontology#Counterweight,counterweight,53.319879468925286,470 kg
218,2025-01-12 18:44:14,1,urn:crawlercrane-ontology#Hydraulic_System,hydraulicpressure,160.0962850676138,bar
219,2025-01-12 18:45:14,1,urn:crawlercrane-ontology#Swing_System,swingspeed,0.11890021294354837,rpm
220,2025-01-12 18:46:14,1,urn:crawlercrane-ontology#Counterweight,counterweight,57.46780911529504,470 kg
221,2025-01-12 18:47:14,1,urn:crawlercrane-ontology#Hydraulic_Pumps,flowrate,216.1349656428434,L/min
222,2025-01-12 18:48:14,1,urn:crawlercrane-ontology#Boom_Hoist_Drum,boomangle,35.99277332025144,°
223,2025-01-12 18:49:14,1,urn:crawlercrane-ontology#Side_Frames,trackgauge,2.833123126170896,m
224,2025-01-12 18:50:14,1,urn:crawlercrane-ontology#Conventional_Tube_Boom,boomlength,29.02432647696792,m
225,2025-01-12 18:51:14,1,urn:crawlercrane-ontology#Hydraulic_System,hydraulicpressure,273.5614345312016,bar
226,2025-01-12 18:52:14,1,urn:crawlercrane-ontology#Luffing_Boom,luffingboomlength,27.662343230118772,m
227,2025-01-12 18:53:14,1,urn:crawlercrane-ontology#Counterweight,counterweight,20.795668860609005,470 kg
228,2025-01-12 18:54:14,1,urn:crawlercrane-ontology#Boom_Hoist_Drum,boomangle,37.4814905549635,°
229,2025-01-12 18:55:14,1,urn:crawlercrane-ontology#Engine,enginerpmatfullloadspeed,1780.2427889940627,rpm
230,2025-01-12 18:56:14,1,urn:crawlercrane-ontology#Fuel_Tank,fueltanklevel,156.03076642984564,L
231,2025-01-12 18:57:14,1,urn:crawlercrane-ontology#Conventional_Tube_Boom,boomlength,72.81254998091474,m
232,2025-01-12 18:58:14,1,urn:crawlercrane-ontology#Hydraulic_Pumps,flowrate,227.07380615209289,L/min
233,2025-01-12 18:59:14,1,urn:crawlercrane-ontology#Load_Hoist_Drums,wireropediameter,15.050400135902311,mm
234,2025-01-12 19:00:14,1,urn:crawlercrane-ontology#Hydraulic_System,hydraulicpressure,105.9713711874667,bar
235,2025-01-12 19:01:14,1,urn:crawlercrane-ontology#Boom_Hoist_Drum,boomangle,34.11125555771242,°
236,2025-01-12 19:02:14,1,urn:crawlercrane-ontology#Side_Frames,trackgauge,4.688198028541728,m
237,2025-01-12 19:03:14,1,urn:crawlercrane-ontology#Swing_System,swingspeed,0.2042266107500824,rpm
238,2025-01-12 19:04:14,1,urn:crawlercrane-ontology#Engine,enginerpmatfullloadspeed,1948.3283935776287,rpm
239,2025-01-12 19:05:14,1,urn:crawlercrane-ontology#Luffing_Boom,luffingboomlength,12.069273156962693,m
